,pool_id,Latitude,Longitude,WellDepth,nwells,offshore,setback_any,gas2co2,oil2co2,totalco2,abandoned
420,Karnak Gas::Winters,38.817937835,-121.6732231,,2,0,0,647.0541595008,0.0,647.0541595008,False
421,Kern Bluff::Miocene,35.412031,-118.9114755,1000.5,194,0,67,591.0392477375999,141204.36703645016,141795.40628418775,False
422,Kern Bluff::Vedder,35.428670000000004,-118.91466299999999,5000.0,1,0,0,46.972417881599995,2283.267716535433,2330.240134417033,False
423,Kern Front::,35.48660278,-119.03865049999999,,3,0,0,36.716166431999994,981.7585301837271,1018.4746966157271,False
424,Kern Front::Etchegoin,35.47879615,-119.0360238,2311.0,305,0,0,5653.015053109739,969017.2557655734,974670.2708186831,False
425,Kern Front::Etchegoin-Chanac,35.47896194,-119.0451736,,3,0,0,0.0,356.8241469816273,356.8241469816273,False
426,Kern Front::npool,35.481083999999996,-119.03934899999999,2273.0,2126,0,45,328504.3960973759,5695365.30558319,6023869.701680566,False
427,Kern River::,35.444540024999995,-118.99661255,,28,0,3,525.0108360383999,11885.564304461945,12410.575140500345,False
428,Kern River::Kern River,35.447206,-118.98935600000002,1577.0,14434,0,1085,1429632.6797268477,72407018.9007967,73836651.58052355,False
429,Kern River::Olcese,35.429185,-118.96051200000001,,3,0,0,9741.1934256192,26645.078740157478,36386.27216577668,False
430,Kern River::Vedder,35.430806499999996,-118.9629725,,2,0,0,5414.026319942401,15274.671916010499,20688.6982359529,False
431,Kern River::npool,35.45546041,-119.005531,3274.0,81,0,28,2438.8030813824,206670.33573547896,209109.13881686135,False
432,Kettleman City (ABD)::Vaqueros,36.04056102,-119.92693829999999,13302.0,3,0,0,15097.5662610816,5182.152230971128,20279.71849205273,True
433,Kettleman Middle Dome::,35.91044617,-119.9618378,,1,0,0,43.1490815424,161.0236220472441,204.17270358964407,False
434,Kettleman Middle Dome::Etchegoin-Jacalitos,35.90465155,-119.95738705,11161.5,2,0,0,7579.673260646399,4904.724409448819,12484.397670095219,False
435,Kettleman Middle Dome::Kreyenhagen,35.904446254999996,-119.96005725,10119.0,8,0,0,23702.232902232583,23269.22825774278,46971.46115997536,False
436,Kettleman Middle Dome::Temblor (ABD),35.89701907,-119.9516712,,1,0,0,4782.690320947199,3638.517060367454,8421.207381314653,True
437,Kettleman Middle Dome::Vaqueros (ABD),35.86308829,-119.9208229,11925.0,1,0,0,223.45276826879999,40.354330708661415,263.8070989774614,True
438,Kettleman Middle Dome::Whepley,35.89871278,-119.953074,11809.0,1,0,0,10502.7656116608,7891.9947506561675,18394.760362316967,False
439,Kettleman North Dome::,36.038738249999994,-120.1092148,,2,0,0,11.7734484096,122.44094488188978,134.21439329148978,False
440,Kettleman North Dome::Kreyenhagen,36.04078479,-120.10543349999999,10050.0,13,0,0,238998.35987317673,23236.29858826575,262234.65846144245,False
441,Kettleman North Dome::Lower McAdams,36.084032210000004,-120.1517177,11246.0,10,0,0,77927.98742000494,39665.11332683072,117593.10074683565,False
442,Kettleman North Dome::Temblor,36.04442948,-120.0910808,8185.0,101,0,0,1885663.9346957486,229250.05356640415,2114913.9882621528,False
443,Kettleman North Dome::Upper McAdams,36.04180489,-120.1139216,10175.0,5,0,0,34534.133764128,278.34645669291336,34812.48022082091,False
444,Kettleman North Dome::Vaqueros,36.038393400000004,-120.0856707,8936.0,17,0,0,51428.0040451237,60981.80058430446,112409.80462942817,False
445,Kettleman North Dome::Whepley (ABD),35.94744896,-119.97639240000001,12733.0,1,0,0,14995.48362384647,17173.258248031496,32168.741871877966,True
446,King City (ABD):Doud:Thorup,36.140995000000004,-121.12687,,21,0,0,0.0,15760.958005249346,15760.958005249346,True
447,King Island Gas::Mokelumne River,38.08239014,-121.4254294,,3,0,0,661687.827619392,374.01574803149606,662061.8433674235,False
448,Kirby Hill Gas:Main:Domengine,38.164058985,-121.91908165,2516.0,10,0,0,2873785.2097628736,57315.81364829396,2931101.023411168,False
449,Kirby Hill Gas:Main:Other,38.167606665,-121.91924284999999,,10,0,0,60754.1495632128,0.0,60754.1495632128,False
450,Kirby Hill Gas:Main:Wagenet,38.16631583,-121.90962160000001,5759.0,9,0,0,4373427.16924174,105385.10498687664,4478812.274228617,False
451,Kirby Hill Gas:North (ABD):Nortonville,38.190805,-121.920643,,1,0,0,8.556990854399999,0.0,8.556990854399999,True
452,Kirk Gas::Forbes,38.98399565,-121.871839,,25,0,2,993008.8695290688,2969.488188976378,995978.3577180452,False
453,Kirkwood Gas:pool,39.847835859999996,-122.219095,,18,0,1,465369.216662016,0.0,465369.216662016,False
454,Knights Landing Gas:Grays Bend (ABD):Winters,38.759693,-121.678573,,5,0,0,138372.0647125824,0.0,138372.0647125824,True
455,Knights Landing Gas:Main:Hamilton (ABD),38.78923491,-121.6812501,,1,0,0,12898.9658024064,0.0,12898.9658024064,True
456,Knights Landing Gas:Main:Mokelumne River (ABD),38.77507363,-121.6948747,,1,0,0,50362.2607053888,0.0,50362.2607053888,True
457,Knights Landing Gas:Main:Starkey,38.78150133,-121.69416240000001,,19,0,0,893490.1555742205,0.0,893490.1555742205,False
458,Knightsen Gas (ABD)::Third Massive,37.962583,-121.67163400000001,,3,0,0,53397.7470072,173.88451443569556,53571.631521635696,True
459,Kraemer (ABD):pool,33.8705005,-117.776752,,22,0,0,1220.9187376512,22896.653543307082,24117.57228095828,True
460,Kreyenhagen (ABD)::Temblor,35.97394869,-120.25151070000001,665.0,22,0,0,74.646090432,2533.530183727034,2608.176274159034,True
461,La Goleta Gas::Vaqueros,34.419582815,-119.83281309999998,,20,0,16,25379410.274505902,189643.56955380572,25569053.84405971,False
462,La Goleta Gas::npool,34.418696499999996,-119.82466149999999,8870.0,2,0,2,43570.9836730368,19623.228346456694,63194.21201949349,False
463,La Honda:Main:pool,37.320870064999994,-122.31784200000001,,8,0,2,632.064253536,2427.9527559055114,3060.0170094415116,False
464,La Honda:South:pool,37.305926215,-122.29870955000001,,10,0,9,479.37355148159986,10891.272965879265,11370.646517360865,False
465,Lakeside (ABD)::Stevens,35.259074,-119.164524,,3,0,0,175.08452918399996,1163.6482939632544,1338.7328231472543,True
466,Landslide:Boulder Creek:Stevens,35.02855,-119.190403,,1,0,0,3739.5921623622708,14439.950377165353,18179.542539527625,False
467,Landslide:Main:Stevens,35.016636,-119.167134,,9,0,0,326118.30384710064,801598.605828937,1127716.9096760377,False
468,Larkin West Gas:pool,39.46552215,-122.11255320000001,,1,0,0,6905.188180108799,0.0,6905.188180108799,False
469,Las Cienegas:Fourth Avenue:npool,34.03958155,-118.320939,4077.0,5,0,0,18123.524565984,36767.06036745407,54890.58493343807,False
470,Las Cienegas:Good Shepherd:npool,34.03962215,-118.3208471,,1,0,0,9938.489718297598,17213.779527559054,27152.269245856653,False
471,Las Cienegas:Jefferson:npool,34.02630928,-118.29618359999999,4955.5,41,0,28,495905.5157116334,614653.3858267717,1110558.901538405,False
472,Las Cienegas:Murphy:npool,34.032260449999995,-118.31267125,3849.0,26,0,25,1082343.301385403,751320.2322484253,1833663.5336338282,False
473,Las Cienegas:Pacific Electric (ABD):npool,34.047767805,-118.34143985,,12,0,0,58074.71904397439,46696.19422572179,104770.91326969618,True
474,Las Llajas::Las Llajas,34.324305665,-118.64607075,,2,0,0,1219.82635584,1781.4960629921259,3001.3224188321255,False
475,Las Llajas::Santa Susana,34.32440659,-118.6482877,,2,0,0,3546.4782379392,25.918635170603675,3572.3968731098034,False
476,Las Posas (ABD)::npool,34.25031478,-118.9997591,,3,0,0,230.61393792,1885.9580052493438,2116.5719431693437,True
477,Lathrop Gas::3700,37.8726655,-121.32594900000001,,2,0,0,23294.8600602048,0.0,23294.8600602048,False
478,Lathrop Gas::Lower Lathrop (Upper),37.866686,-121.37658700000001,,1,0,0,5080.789179648,0.0,5080.789179648,False
479,Lathrop Gas::npool,37.868645685000004,-121.36502485,9685.0,42,0,29,4230549.090245836,0.0,4230549.090245836,False
480,Lawndale (ABD)::Schist Conglomerate,33.89940913,-118.3630895,,2,0,0,12951.036002073599,12261.942257217848,25212.97825929145,True
481,Liberty Island Gas (ABD):pool,38.242374,-121.68738200000001,,2,0,0,8895.7505916288,0.0,8895.7505916288,True
482,Lindsey Slough Gas::First Starkey,38.25331207,-121.75021159999999,8950.0,1,0,0,14596.648512767995,65.48556430446195,14662.134077072456,False
483,Lindsey Slough Gas::K-1,38.246938760000006,-121.74171564999999,,10,0,3,780032.0428296768,3683.2020997375325,783715.2449294142,False
484,Lindsey Slough Gas::Lower McCormick,38.222355,-121.73070700000001,,1,0,0,32852.776093055996,130.51181102362204,32983.28790407962,False
485,Lindsey Slough Gas::Martinez,38.22185978,-121.74662685,,6,0,0,399434.567734944,1004.265091863517,400438.8328268075,False
486,Lindsey Slough Gas::Petersen,38.2113795,-121.7404114,,4,0,2,343357.02608123515,1063.713910761155,344420.7399919963,False
487,Lindsey Slough Gas::Second Starkey,38.22766737,-121.7441723,,2,0,1,110496.7870301376,303.6089238845144,110800.39595402211,False
488,Lindsey Slough Gas::Upper K-1,38.24842857,-121.73726809999998,,1,0,1,23550.113276755197,186.2204724409449,23736.333749196143,False
489,Lindsey Slough Gas::Upper McCormick,38.234184,-121.72295199999999,,6,0,0,1161283.0656868992,5064.304461942256,1166347.3701488415,False
490,Lindsey Slough Gas::npool,38.231571155,-121.74278559999999,,92,0,12,9887505.56144705,50269.356955380565,9937774.918402432,False
491,Little Butte Creek Gas:pool,39.5275545,-121.90797065,,2,0,0,12192.5588978304,0.0,12192.5588978304,False
492,Livermore:pool,37.693701425,-121.68614059999999,,12,0,9,220.84318949759998,51459.25196850392,51680.095158001524,False
493,Llano Seco Gas (ABD):pool,39.545708625,-121.97786740000001,,8,0,0,12779.7141213504,0.0,12779.7141213504,True
494,Lodi Airport Gas (ABD):pool,38.072971,-121.33178899999999,,1,0,0,615.0109597055999,0.0,615.0109597055999,True
495,Lodi Gas::Domengine,38.210286815,-121.21351154999999,3310.0,10,0,9,11340137.018511876,100677.8871391076,11440814.905650984,False
496,Lodi Gas::Midland,38.20871084,-121.2122844,3586.0,8,0,8,8389233.901029771,57869.02887139108,8447102.929901162,False
497,"Lodi, Southeast, Gas (ABD)::Domengine",38.11308496,-121.2012787,,1,0,0,7171.911405676799,0.0,7171.911405676799,True
498,Lompoc::,34.76799393,-120.5040436,,1,0,0,0.0,34.90813648293963,34.90813648293963,False
499,Lompoc:Main:Monterey,34.7227027,-120.4329213,2800.0,125,0,1,552920.0755041447,471448.3245717519,1024368.4000758965,False
500,Lompoc:Northwest:,34.76447296,-120.494133,,1,0,0,12.0161999232,198.22834645669292,210.2445463798929,False
501,Lompoc:Northwest:Monterey,34.76447447,-120.4946604,,13,0,0,184850.5349225905,172846.04856002628,357696.5834826168,False
502,Lone Star Gas::Forbes,39.141887749999995,-122.09408255,6550.0,14,0,0,384187.4058536063,2934.5800524934384,387121.9859060997,False
503,Lone Tree Creek Gas:pool,37.85247228,-121.12272659999998,,1,0,0,4560.997501151999,0.0,4560.997501151999,False
504,Long Beach Airport::Deep,33.81580674,-118.17004409999998,9750.0,21,0,5,63649.44686591998,57985.23622047243,121634.68308639241,False
505,Long Beach:Northwest Extension:Alamitos,33.828408155,-118.2031107,5620.0,16,0,2,18184.1835523416,30917.39532027559,49101.57887261719,False
506,Long Beach:Old:,33.802108765,-118.16496660000001,,4,0,0,349.80578892076113,708.089943175853,1057.8957320966142,False
507,Long Beach:Old:Alamitos,33.798603209999996,-118.1611752,5089.0,64,0,41,72485.82659462333,528046.2436312599,600532.0702258833,False
508,Long Beach:Old:Brown,33.799107035000006,-118.16123815,5735.0,53,0,40,64837.766149545714,473186.91905961296,538024.6852091587,False
509,Long Beach:Old:Deep,33.79685981,-118.1591171,2804.0,6,0,3,4449.3559539379485,16120.510319685038,20569.866273622985,False
510,Long Beach:Old:Others,33.80564443,-118.17368754999998,4908.0,538,0,346,840849.3748500757,4126912.1261673295,4967761.501017405,False
511,Long Beach:Old:Wardlow,33.816308719999995,-118.1804998,,10,0,4,42856.748032147196,43799.0900421916,86655.8380743388,False
512,Long Beach:Recreation Park:pool,33.77603266,-118.13207845,,8,0,8,151666.3528017461,87164.9508791798,238831.30368092592,False
513,Los Alamos::Monterey,34.71778009,-120.28313,9474.0,7,0,0,14635.9135700928,25817.454068241474,40453.367638334275,False
514,Los Angeles City:pool,34.06400764,-118.2573238,1029.0,63,0,12,2008.6940965301035,81217.38846353674,83226.08256006685,False
515,Los Angeles Downtown:pool,34.03672025,-118.26212844999999,,20,0,20,538996.1985527506,375923.79601049866,914919.9945632493,False
516,"Los Angeles, East:pool",33.96295098,-117.95426599999999,3734.0,146,0,140,1122273.868457433,934050.9842519679,2056324.852709401,False
517,Los Lobos::Etchegoin,35.016705,-119.24703500000001,2350.0,6,0,0,28639.459447257595,4914.048245249343,33553.50769250694,False
518,Los Lobos::Monterey,35.0162945,-119.266388,1512.0,10,0,0,619.1377354368,3712.7952755905512,4331.933011027351,False
519,Los Lobos::Tulare,35.018243,-119.251402,,1,0,0,0.0,4.396325459317585,4.396325459317585,False
520,Los Medanos Gas:Main:Main Block-Domengine,38.02288848,-122.004255,,21,0,0,18812062.895771176,432537.27034120733,19244600.166112382,False
521,Los Medanos Gas:Main:Other,38.02772867,-122.0198996,,1,0,1,33772.2581386944,0.0,33772.2581386944,False
522,Los Medanos Gas:Northeast:Nortonville (ABD),38.03261816,-121.99322575,,2,0,1,51900.6984228288,1303.4776902887138,53204.176113117515,True
523,"Lost Hills, Northwest::Antelope Shale",35.757251000000004,-119.85904099999999,4000.0,15,0,0,35576.812202918394,16393.83202099737,51970.64422391576,False
524,"Lost Hills, Northwest::Etchegoin",35.739298,-119.840049,3029.0,27,0,0,6996.0891853170515,19526.894580351705,26522.983765668756,False
525,Lost Hills::,35.681152345,-119.77632904999999,,12,0,1,521.1874996992,9169.094488188977,9690.281987888176,False
526,Lost Hills::Antelope/McDonald,35.543758000000004,-119.683722,8802.0,13,0,0,131570.5007901109,23287.194435787398,154857.6952258983,False
527,Lost Hills::Cahn,35.59365,-119.71686399999999,2863.0,915,0,0,17236501.468924247,3477244.6741973287,20713746.143121574,False
528,Lost Hills::Devilwater,35.6610775,-119.7668425,,2,0,0,41243.02885253228,48280.49826115486,89523.52711368715,False
529,Lost Hills::Etchegoin,35.618351055000005,-119.7286,2408.0,924,0,0,1160039.9546369126,2013356.0156047132,3173395.970241626,False
530,Lost Hills::Etchegoin-Cahn,35.602271,-119.71564000000001,3070.5,224,0,1,4338580.138998717,1879091.3627280924,6217671.50172681,False
531,Lost Hills::Tulare,35.691059,-119.784544,395.0,597,0,0,80711.84230477181,1512533.2693182584,1593245.1116230302,False
532,Lost Hills::Tulare-Etchegoin,35.63795,-119.745276,651.5,3369,0,0,10013320.814072395,14645638.998834433,24658959.812906828,False
533,Lynch Canyon::,36.000226975000004,-120.84542845,,4,0,0,47.76136030079999,980.5118110236222,1028.273171324422,False
534,Lynch Canyon::Lanigan,35.99770905,-120.84547679999999,3186.0,37,0,0,11147.2708802688,155311.02362204727,166458.29450231607,False
535,Lyon Canyon (ABD):pool,34.37466608,-118.56989809999999,,3,0,0,1625.7068865791998,3011.220472440945,4636.927359020145,True
536,Madison Gas (ABD)::Winters,38.659764,-121.906908,,3,0,0,36810.9608980608,0.0,36810.9608980608,True
537,Mahala:Abacherli:npool,33.92451328,-117.67035120000001,,13,0,13,779.1716707776001,20518.635170603677,21297.806841381276,False
538,Mahala:Mahala:pool,33.905647755000004,-117.67210509999998,,4,0,0,500.978436192,5250.5905511811025,5751.568987373103,False
539,Mahala:Prado Dam (ABD):pool,33.904274,-117.65484799999999,,2,0,0,0.0,174.01574803149606,174.01574803149606,True
540,Mahala:West:pool,33.9130965,-117.680403,,18,0,0,8749.553492563196,35701.4435695538,44450.99706211699,False
541,Maine Prairie Gas::Bunker,38.352287,-121.755439,,5,0,0,119425.7338912512,57.28346456692913,119483.01735581814,False
542,Maine Prairie Gas::Emigh,38.357091,-121.74170900000001,,1,0,0,7328.1220046784,0.0,7328.1220046784,False
543,Maine Prairie Gas::H. & T. No.2,38.293006,-121.707672,,1,0,0,109360.0423798272,169.35695538057743,109529.39933520777,False
544,Maine Prairie Gas::Meganos-Martinez Stringer,38.299169,-121.71438700000002,,1,0,0,733.6557619775999,0.0,733.6557619775999,False
545,Maine Prairie Gas::Mokelumne B,38.357489,-121.716427,,1,0,0,1785.1946310143999,0.0,1785.1946310143999,False
546,Maine Prairie Gas::Starkey,38.343849,-121.7288514,,3,0,0,61242.565608576,41.14173228346457,61283.707340859466,False
547,Maine Prairie Gas::West Wineman,38.306027,-121.735252,,2,0,0,21843.08463312,31.561679790026247,21874.646312910027,False
548,Maine Prairie Gas::Wineman,38.31279129,-121.727923,,5,0,0,238160.8397263104,16.79790026246719,238177.63762657286,False
549,Maine Prairie Gas::npool,38.33626556,-121.73338835,,42,0,1,1744188.4384583037,1224.3438320209973,1745412.7822903248,False
550,Malton-Black Butte Gas::Eocene,39.77766162,-122.2377232,,3,0,1,27086.456639001604,6236.679790026246,33323.13642902785,False
551,Malton-Black Butte Gas::Forbes,39.80457808,-122.2392612,5650.0,33,0,11,879975.5719333243,5086.286089238845,885061.8580225632,False
552,Malton-Black Butte Gas::Kione,39.78620367,-122.22951119999999,,31,0,13,1861393.1780637503,322.1128608923884,1861715.2909246427,False
553,Malton-Black Butte Gas::npool,39.80177095,-122.23462930000001,,91,0,12,2941543.468747988,0.0,2941543.468747988,False
554,McCool Ranch::D Sand,35.99950469,-120.87198935,2120.0,2,0,0,1.8206363519999995,159.0551181102362,160.87575446223622,False
555,McCool Ranch::Lombardi,36.00040439,-120.862886,2153.0,17,0,0,42.1173876096,9389.107611548556,9431.224999158156,False
556,McDonald Anticline:Bacon Hills:Antelope,35.479125,-119.83124299999999,,5,0,0,1.0923818111999997,2183.5958005249345,2184.6881823361346,False
557,McDonald Anticline:Bacon Hills:Oceanic,35.476133000000004,-119.82824099999999,,1,0,0,4804.1738299008,8292.979002624672,13097.152832525473,False
558,McDonald Anticline:Layman:pool,35.489546000000004,-119.855376,1250.0,113,0,0,301267.676271456,383780.5645666601,685048.240838116,False
559,McDonald Island Gas::McDonald Sand,37.987819885,-121.47489985000001,,90,0,57,62931815.00997938,1436851.4435695533,64368666.45354894,False
560,McKittrick:Main:,35.306541440000004,-119.61554335,,16,0,1,143.1627051456,10695.75746673228,10838.92017187788,False
561,McKittrick:Main:Antelope Shale,35.30614,-119.652798,7379.0,3,0,0,1037.0951539775997,471.1286089238845,1508.2237629014842,False
562,McKittrick:Main:Olig,35.32201321,-119.6713568,,6,0,0,9821.665552377599,9126.797568110236,18948.463120487835,False
563,McKittrick:Main:Stevens,35.302524,-119.642854,3175.0,43,0,1,151117.08030277485,209063.10899606298,360180.1892988378,False
564,McKittrick:Main:Tulare,35.305678,-119.616778,920.5,125,0,59,13418.420941108952,521197.8675888116,534616.2885299205,False
565,McKittrick:Main:Upper,35.31465,-119.66343300000001,986.0,1077,0,81,117552.52025468854,2352532.8660313534,2470085.3862860417,False
566,McKittrick:Main:npool,35.305356,-119.614594,905.0,47,0,41,6088.069592300433,82739.77925895933,88827.84885125977,False
567,McKittrick:Northeast:,35.32785225000001,-119.6443596,,10,0,3,446.90553653759997,5900.863484251968,6347.769020789568,False
568,McKittrick:Northeast:Antelope Shale,35.32155899999999,-119.636043,6503.0,22,0,1,706593.4263670224,92980.24484251966,799573.6712095421,False
569,McKittrick:Northeast:Carneros,35.318584,-119.62245700000001,,11,0,2,292769.6142755069,18978.7050984252,311748.3193739321,False
570,McKittrick:Northeast:Oceanic,35.321224,-119.64544099999999,,5,0,0,78416.14281396479,54151.443569553805,132567.5863835186,False
571,McKittrick:Northeast:Phacoides,35.324069,-119.626517,9201.5,40,0,0,1331969.3015717375,317872.605396752,1649841.9069684895,False
572,McKittrick:Northeast:Phacoides/Oceanic,35.325294,-119.649073,,2,0,0,26086.016963577596,14685.36745406824,40771.38441764584,False
573,McKittrick:Northeast:Point of Rocks,35.322624000000005,-119.6388595,,8,0,0,1008095.1711489133,175209.66071466534,1183304.8318635786,False
574,McKittrick:Northeast:Tulare,35.33208,-119.661851,1720.5,37,0,0,16846.273890539847,169578.0805714107,186424.35446195057,False
575,McKittrick:Northeast:Upper,35.326714,-119.64332009999998,1264.0,767,0,0,135741.65235450136,3249419.919820047,3385161.572174548,False
576,McKittrick:Northeast:npool,35.319922000000005,-119.6395045,,2,0,0,220550.24910856318,14470.27559055118,235020.52469911435,False
577,McMullin Ranch Gas::Blewett 5 & Tracy,37.73780965,-121.26496105,,16,0,11,186008.95417478395,0.0,186008.95417478395,False
578,McMullin Ranch Gas::E Zone,37.745734875,-121.26467265,,4,0,3,28706.6409286464,0.0,28706.6409286464,False
579,Medora Lake Gas::Winters,38.32266323,-121.643922,,3,0,0,351942.7223021184,177.69028871391077,352120.4125908323,False
580,Merrill Avenue Gas::Blewett,36.96356498,-120.5018682,7078.0,11,0,1,1344658.9548815424,0.0,1344658.9548815424,False
581,"Merrill Avenue, Southeast, Gas::Blewett",36.93252036,-120.4453747,7050.0,4,0,0,649894.8984008257,272.50656167979,650167.4049625054,False
582,Merritt Gas:pool,38.626251714999995,-121.75013145,,4,0,0,247478.12832130556,0.0,247478.12832130556,False
583,Merritt Island Gas (ABD)::npool,38.35028018,-121.54118545000001,,2,0,0,298597.28824609914,2.7559055118110236,298600.0441516109,True
584,Midway-Sunset::,35.251625059999995,-119.57997890000001,,54,0,4,5035.165935310156,19944.004241732277,24979.170177042433,False
585,Midway-Sunset::Alluvium,35.15135193,-119.5297012,,1,0,0,0.0,389.8293963254593,389.8293963254593,False
586,Midway-Sunset::Antelope Sands,35.031347275,-119.36999890000001,,6,0,1,93.155893344,345.9998359580052,439.15572930200517,False
587,Midway-Sunset::Monarch,35.154580894999995,-119.53811645,,12,0,0,24.2880171902208,4622.126518897638,4646.414536087858,False
588,Midway-Sunset::Potter,35.26512356,-119.574142,,1,0,0,0.0,700.262467191601,700.262467191601,False
589,Midway-Sunset::Tulare,35.20703506,-119.59049399999999,,5,0,0,1060.3956585566868,1839.8424760498685,2900.2381346065554,False
590,Midway-Sunset::npool,35.191652000000005,-119.56501999999999,1453.0,22639,0,1599,7148072.843496041,106090873.10904105,113238945.95253709,False
591,Millar Gas:West:Campbell Ranch,38.401340000000005,-121.761591,,1,0,0,39713.35868254079,0.0,39713.35868254079,False
592,Millar Gas:West:Domengine,38.388490000000004,-121.75243,,1,0,0,7254.325544543999,0.0,7254.325544543999,False
593,Millar Gas:West:Mokelumne River (ABD),38.43947003,-121.764354,,1,0,0,20146.6156803264,0.0,20146.6156803264,True
594,Millar Gas:West:Peters,38.39624,-121.755981,,1,0,0,539.0904238272,0.0,539.0904238272,False
595,Millar Gas:West:npool,38.401407660000004,-121.7735343,,40,0,1,2556004.9079696825,183.46456692913384,2556188.3725366117,False
596,Millar Gas:pool,38.38658702,-121.71055885000001,,82,0,0,3865509.4382819715,65.2230971128609,3865574.6613790845,False
597,Mint Road Gas (ABD)::Blewett,37.0202125,-120.59570929999998,7000.0,3,0,0,123239.6029214208,0.0,123239.6029214208,True
598,Moffat Ranch Gas::Blewett,36.86290673,-120.3359929,5475.0,1,0,0,507707.3867732352,1147.244094488189,508854.63086772343,False
599,Moffat Ranch Gas::Cretaceous,36.8945777,-120.36685449999999,8386.0,3,0,0,73367.2754583552,102.16535433070867,73469.4408126859,False
600,Moffat Ranch Gas::Kreyenhagen,36.8909037,-120.3709371,4152.0,18,0,1,353626.9929913537,1434.6456692913384,355061.638660645,False
601,Molino Offshore Gas (ABD)::Matilija,34.437759,-120.148769,,3,1,0,683504.3916496511,11186.351706036745,694690.7433556878,True
602,Molino Offshore Gas (ABD)::Vaqueros-Sespe-Alegria,34.4358145,-120.15096050000001,,6,1,0,531457.8307365888,7588.582677165353,539046.4134137542,True
603,Monroe Swell:Northwest:pool,36.27669979,-121.2680805,,7,0,0,9750.2359195008,28305.052493438317,38055.28841293912,False
604,Monroe Swell:Old:pool,36.26181217,-121.24989905,,16,0,0,96.0689115072,16859.186351706037,16955.255263213236,False
605,"Montalvo, West:Offshore:Colonia",34.21889877,-119.2575226,,3,1,0,1020.5880510528,1193.6351706036744,2214.2232216564744,False
606,"Montalvo, West:Offshore:Sespe",34.20737839,-119.24243544999999,,12,1,0,1247.5607162688002,2629.461942257218,3877.0226585260184,False
607,"Montalvo, West:Onshore:Colonia",34.20923838,-119.24687490000001,13360.0,1,0,0,9125.5148992512,25001.902887139106,34127.4177863903,False
608,"Montalvo, West:Onshore:Gas Zone",34.23185506,-119.24403740000001,,5,0,0,170330.66560529277,9.186351706036746,170339.8519569988,False
609,"Montalvo, West:Onshore:Sespe",34.210761149999996,-119.23970214999999,13960.0,10,0,0,58124.8513561359,80031.64190958005,138156.49326571595,False
610,"Montalvo, West:Onshore:npool",34.21344543,-119.2418875,14731.0,33,0,2,377965.3414518326,387798.72387618106,765764.0653280136,False
611,Montebello:Main:,34.032444,-118.07955929999999,,1,0,0,0.0,13.188976377952756,13.188976377952756,False
612,Montebello:Main:1st and 2nd,34.029812245,-118.08805960000001,4045.0,2,0,1,8920.207806624,7075.524934383202,15995.732741007201,False
613,Montebello:Main:Observation,34.01946743,-118.1102135,,3,0,3,276543.98080220155,41.92913385826772,276585.9099360598,False
614,Montebello:Main:npool,34.030148600000004,-118.084326,3823.0,79,0,62,238257.50956918945,455753.08304461953,694010.592613809,False
615,Montebello:West:8th,34.021702,-118.11016074999999,,32,0,15,2517978.975746054,3992.191601049869,2521971.1673471043,False
616,Montebello:West:Observation Pool,34.023090395,-118.10989035,,6,0,4,43566.97827306239,176.31233595800526,43743.2906090204,False
617,Montebello:West:npool,34.02650199,-118.10996485,1889.0,10,0,9,862529.0206508928,14473.228346456694,877002.2489973494,False
618,Montebello:pool,34.0290945,-118.07825355,1820.0,172,0,41,633526.452045512,920413.195800525,1553939.647846037,False
619,Monument Junction:Main:Antelope,35.399291585,-119.6841125,7631.5,38,0,0,639338.6681835965,254876.03652880248,894214.7047123989,False
620,Monument Junction:Main:Reef Ridge,35.3902705,-119.667171,,2,0,0,51180.333306220804,433.7270341207349,51614.06034034154,False
621,Monument Junction:Main:San Joaquin,35.3929005,-119.66878349999999,,2,0,0,47657.21990146559,960.3018372703411,48617.52173873594,False
622,Monument Junction:Mongoose:Antelope,35.3692845,-119.64965249999999,6852.0,8,0,0,54533.72327189625,48749.26751478347,103282.99078667971,False
623,Moon Bend Gas:pool,39.18547859,-121.97171740000002,,33,0,12,2130148.4765520957,271.9160104986877,2130420.3925625943,False
624,Moorpark West:pool,34.297671415,-118.92378280000001,,4,0,2,916.8831918596848,20457.634937598425,21374.51812945811,False
625,Morales Canyon:Clayton:Clayton,35.058258,-119.852727,,5,0,0,1090.7432384832,5631.955380577428,6722.698619060628,False
626,Morales Canyon:Government 18:Government 18,35.060581,-119.84173,,1,0,0,0.0,3143.044619422572,3143.044619422572,False
627,Mount Poso:Baker-Grover:Vedder,35.542805,-118.962216,,22,0,0,200.87687750399996,28615.841857093175,28816.718734597176,False
628,Mount Poso:Dominion:Pyramid Hill,35.649361500000005,-118.9657415,1487.0,4,0,0,2.3668272576,673.9710459711287,676.3378732287287,False
629,Mount Poso:Dominion:Vedder,35.641690999999994,-118.9685385,1547.5,180,0,0,213.92477136,331454.6622749552,331668.5870463152,False
630,Mount Poso:Dorsey:Vedder,35.559636499999996,-118.93823499999999,1454.0,62,0,0,881.7948731519998,136422.6377952756,137304.4326684276,False
631,Mount Poso:Granite Canyon:Vedder,35.611529,-118.94811299999999,,31,0,0,0.0,27699.989456709318,27699.989456709318,False
